manufacturer,category,screen_size,screen,ram,operating_system,weight,price,width_screen,height_screen,touchscreen,amd,intel,freq_cpu,ssd,hdd,hybrid,flash,brand_gpu
4,0,13.3,5,8,4,1.62,7460388.0,1920,1080,0,0.0,1.0,1.8,0.0,1024.0,0.0,0.0,1
7,3,17.3,5,8,4,2.5,8127288.0,1920,1080,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,2
7,3,13.3,2,8,4,1.49,8527428.0,1920,1080,0,0.0,1.0,1.6,512.0,0.0,0.0,0.0,1
7,1,17.3,5,16,4,3.35,12262068.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
7,3,17.3,2,8,4,2.5,9292140.0,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,2
4,1,15.6,4,16,4,2.65,16405740.0,3840,2160,0,0.0,1.0,2.8,512.0,1024.0,0.0,0.0,2
10,3,15.6,0,4,4,2.1,4383756.0,1366,768,0,0.0,1.0,2.3,128.0,0.0,0.0,0.0,1
0,3,15.6,2,8,4,2.23,6597864.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
10,1,15.6,5,16,4,3.2,15552108.0,1920,1080,0,0.0,1.0,2.8,512.0,1024.0,0.0,0.0,2
4,5,15.6,1,16,4,2.8,27165060.0,3840,2160,0,0.0,1.0,,256.0,1024.0,0.0,0.0,2
10,1,15.6,2,16,3,2.4,12431016.0,1920,1080,0,0.0,1.0,2.8,512.0,0.0,0.0,0.0,2
4,3,15.6,0,6,4,2.3,3903588.0,1366,768,1,0.0,1.0,2.4,0.0,1024.0,0.0,0.0,1
4,4,13.3,4,8,4,1.21,17330508.0,3840,2160,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,1
4,4,13.3,2,8,4,1.2,12884508.0,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,1
10,3,15.6,0,8,4,2.2,5308524.0,1366,768,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,3,15.6,2,8,2,2.4,6926868.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
2,1,17.3,2,16,4,2.9,12511044.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
7,3,15.6,2,4,3,2.1,3103308.0,1920,1080,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
10,3,15.6,2,8,3,2.2,4881708.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
8,4,13.0,5,8,4,1.05,13329108.0,2160,1440,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
4,4,13.3,5,8,4,1.4,8286276.96,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,0
10,3,17.3,0,8,3,2.8,5237388.0,1600,900,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
7,3,14.0,2,8,4,1.63,9167652.0,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,2
4,4,14.0,2,8,4,1.6,10216908.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
4,0,13.3,2,16,4,1.62,11372868.0,1920,1080,0,0.0,1.0,1.8,512.0,0.0,0.0,0.0,1
4,3,15.6,2,8,2,2.2,6022996.2,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,0
10,0,14.0,5,8,4,1.74,7993908.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
16,4,13.3,2,8,4,1.2,12119796.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,3,15.6,2,8,4,2.1,7060248.0,1920,1080,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,1
4,1,17.3,5,16,4,4.42,21841775.28,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
0,3,15.6,2,8,4,2.2,7398144.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
4,3,15.6,2,16,4,2.3,7638316.92,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,0
2,3,15.6,2,8,4,,6837948.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
2,3,17.3,2,8,4,2.69,7922772.0,1920,1080,0,0.0,1.0,2.5,256.0,500.0,0.0,0.0,2
7,3,15.6,2,8,4,1.9,11283948.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,0
2,3,15.6,0,4,4,2.37,3547819.08,1366,768,0,1.0,0.0,2.4,0.0,1024.0,0.0,0.0,1
7,3,15.6,0,4,4,2.1,2934360.0,1366,768,0,0.0,1.0,1.5,0.0,500.0,0.0,0.0,0
10,1,15.6,5,16,4,3.2,13329108.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
4,3,14.0,2,8,4,1.6,7638228.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,0,13.3,5,8,4,1.6,6126588.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
4,3,15.6,2,16,2,2.36,7993908.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,0
0,3,15.6,0,4,2,2.1,3467880.0,1366,768,0,1.0,0.0,,0.0,1024.0,0.0,0.0,1
2,3,15.6,2,4,4,2.2,5112900.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,0
2,1,17.3,2,32,4,4.7,34589880.0,1920,1080,0,0.0,1.0,2.9,512.0,1024.0,0.0,0.0,2
0,1,15.6,5,8,4,2.5,7522632.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
10,3,15.6,0,8,4,2.2,5237388.0,1366,768,0,0.0,1.0,,128.0,0.0,0.0,0.0,1
2,3,17.3,2,8,4,2.1,10181340.0,1920,1080,0,0.0,1.0,1.8,128.0,1024.0,0.0,0.0,2
2,3,17.3,2,8,3,2.69,7904988.0,1920,1080,0,0.0,1.0,2.7,128.0,1024.0,0.0,0.0,2
4,1,15.6,2,8,4,2.56,7816068.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
10,0,13.9,5,8,4,1.38,9594468.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
4,3,15.6,2,8,4,2.2,8758620.0,1920,1080,0,0.0,1.0,1.8,128.0,2048.0,0.0,0.0,0
7,3,15.6,0,8,4,2.04,4970628.0,1366,768,1,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
2,1,17.3,2,16,4,3.6,26667108.0,1920,1080,0,0.0,1.0,2.9,256.0,0.0,0.0,0.0,2
7,3,13.3,5,4,4,1.49,6002100.0,1920,1080,0,0.0,1.0,1.6,0.0,500.0,0.0,0.0,1
1,4,13.3,7,8,5,1.37,18139680.0,2560,1600,0,0.0,1.0,3.1,512.0,0.0,0.0,0.0,1
4,0,15.6,5,8,4,2.08,7282548.0,1920,1080,0,0.0,1.0,1.8,0.0,1024.0,0.0,0.0,1
2,1,17.3,2,16,4,4.3,15996708.0,1920,1080,0,1.0,0.0,2.8,256.0,1024.0,0.0,0.0,2
2,3,15.6,0,4,4,1.68,4170348.0,1366,768,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
10,0,13.9,5,8,4,1.37,16441308.0,1920,1080,0,0.0,1.0,1.8,512.0,0.0,0.0,0.0,1
0,3,17.3,5,4,4,,6242184.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
4,4,13.3,2,8,4,1.41,8438508.0,1920,1080,0,1.0,0.0,1.6,256.0,0.0,0.0,0.0,1
7,3,15.6,0,8,4,1.91,3964942.8,1366,768,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,0
7,3,17.3,5,16,4,2.9,9416628.0,1920,1080,0,0.0,1.0,1.8,0.0,1024.0,0.0,0.0,2
11,1,17.3,2,16,4,4.14,22221108.0,1920,1080,0,0.0,1.0,2.8,512.0,1024.0,0.0,0.0,2
10,0,15.6,5,8,4,,15107508.0,1920,1080,0,0.0,1.0,2.8,512.0,0.0,0.0,0.0,2
4,3,17.3,2,8,4,2.8,10154664.0,1920,1080,0,0.0,1.0,1.8,128.0,1024.0,0.0,0.0,0
10,3,15.6,2,4,3,2.2,3948048.0,1920,1080,0,0.0,1.0,,256.0,0.0,0.0,0.0,1
7,3,15.6,5,4,4,2.1,6420024.0,1920,1080,0,0.0,1.0,1.6,0.0,500.0,0.0,0.0,1
4,3,15.6,2,4,4,2.18,5842044.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
4,3,15.6,2,8,4,2.24,5023980.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,0
4,0,15.6,2,8,4,2.67,7104708.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
2,0,13.3,2,8,4,1.1,13329108.0,1920,1080,0,0.0,1.0,1.8,1024.0,0.0,0.0,0.0,1
10,3,15.6,2,4,3,2.2,4152564.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
7,3,17.3,2,8,4,2.5,9052056.0,1920,1080,0,0.0,1.0,1.8,0.0,1024.0,0.0,0.0,2
10,3,15.6,2,8,4,2.05,7824960.0,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,1
1,4,13.3,7,8,5,1.37,17418538.8,2560,1600,0,1.0,0.0,2.9,512.0,0.0,0.0,0.0,1
2,1,17.3,2,16,4,3.2,13773708.0,1920,1080,0,0.0,1.0,,256.0,1024.0,0.0,0.0,0
4,3,15.6,2,8,2,2.14,6536242.44,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,0
10,0,14.0,0,16,4,1.36,22221108.0,2560,1440,1,0.0,1.0,2.6,512.0,0.0,0.0,0.0,1
16,3,15.6,0,8,4,2.2,7220304.0,1366,768,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,2
4,3,15.6,0,12,4,2.3,6340618.44,1366,768,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,1
4,3,17.3,2,8,2,2.8,9772308.0,1920,1080,0,0.0,1.0,1.8,128.0,1024.0,0.0,0.0,0
0,3,15.6,5,8,4,2.2,6624540.0,1920,1080,0,0.0,1.0,1.8,0.0,1024.0,0.0,0.0,2
10,3,17.3,0,4,4,2.8,4348188.0,1600,900,0,0.0,1.0,,0.0,1024.0,0.0,0.0,1
10,3,17.3,2,8,3,2.8,7549308.0,1920,1080,0,0.0,1.0,1.8,0.0,2048.0,0.0,0.0,2
10,3,17.3,0,6,4,2.8,7638228.0,1600,900,0,0.0,1.0,2.7,128.0,1024.0,0.0,0.0,2
4,3,15.6,2,4,2,2.25,3805776.0,1920,1080,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,0
10,1,15.6,5,8,4,2.5,7371468.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
10,3,15.6,2,6,4,2.2,5148468.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,3,15.6,5,8,4,,8456292.0,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,2
0,3,15.6,5,12,4,2.15,5859828.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,1
10,3,15.6,5,8,4,1.95,9754524.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
2,4,15.6,2,8,4,1.7,8687484.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
10,1,15.6,5,16,4,2.5,10483668.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
10,3,15.6,2,8,3,2.2,5859916.92,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
0,3,15.6,0,2,1,2.19,1769508.0,1366,768,0,0.0,1.0,1.5,16.0,0.0,0.0,0.0,1
2,1,17.3,2,8,4,,10554804.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
7,3,17.3,0,8,4,2.54,4348188.0,1600,900,0,0.0,1.0,,0.0,1024.0,0.0,0.0,1
4,3,15.6,2,8,4,,16263468.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
10,3,15.6,2,8,4,2.05,6571188.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
10,1,15.6,5,8,4,3.2,11550708.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
0,3,15.6,2,8,2,2.5,8705268.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
4,5,17.3,2,16,4,3.42,25652175.12,1920,1080,0,1.0,0.0,2.9,256.0,0.0,0.0,0.0,2
10,3,15.6,2,6,4,2.4,4437108.0,1920,1080,0,0.0,1.0,2.4,0.0,1024.0,0.0,0.0,0
2,4,15.6,2,16,4,1.63,13053456.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,2
2,3,14.0,0,4,4,1.3,4526028.0,1366,768,0,0.0,1.0,2.4,128.0,0.0,0.0,0.0,1
2,1,17.3,2,16,4,2.9,18868824.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
10,3,17.3,0,6,4,2.8,5770908.0,1600,900,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
10,3,15.6,0,8,3,2.2,4881708.0,1366,768,0,0.0,1.0,2.5,0.0,2048.0,0.0,0.0,2
2,1,15.6,2,8,4,2.5,11248380.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
10,3,15.6,0,4,3,2.2,3201031.08,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
7,0,13.3,2,16,4,1.28,17561700.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
16,3,15.6,5,8,4,2.2,9274356.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
10,3,15.6,2,8,4,2.3,7282548.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
7,3,15.6,2,4,4,1.86,4170348.0,1920,1080,0,0.0,1.0,,0.0,1024.0,0.0,0.0,1
10,3,13.3,5,8,4,1.1,8883108.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,4,13.3,4,16,4,1.21,22221108.0,3840,2160,0,0.0,1.0,1.8,1024.0,0.0,0.0,0.0,1
11,1,15.6,5,16,4,2.8,18664308.0,1920,1080,0,1.0,0.0,2.8,256.0,1024.0,0.0,0.0,2
0,3,15.6,2,8,4,2.23,4170348.0,1920,1080,0,0.0,1.0,2.2,256.0,0.0,0.0,0.0,0
2,0,11.6,0,2,4,1.1,2445300.0,1366,768,1,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
4,3,15.6,2,8,4,2.33,7504848.0,1920,1080,0,0.0,1.0,1.6,128.0,1024.0,0.0,0.0,0
7,0,13.3,4,16,4,1.29,21776508.0,3840,2160,0,0.0,1.0,1.8,1024.0,0.0,0.0,0.0,1
10,3,13.3,0,4,1,1.45,4089430.8,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,16.0,1
7,3,14.0,2,8,4,1.95,8714160.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,3,11.6,0,4,4,1.4,4312620.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,128.0,1
7,3,14.0,2,8,4,1.48,11488464.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
10,3,17.3,0,4,4,2.79,5237388.0,1600,900,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
2,3,14.0,2,8,4,,9727848.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
7,3,15.6,5,8,4,2.1,8020584.0,1366,768,0,1.0,0.0,1.8,0.0,1024.0,0.0,0.0,1
0,3,15.6,0,8,4,2.2,5859828.0,1366,768,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,0
10,3,14.0,0,4,4,1.44,2596464.0,1366,768,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
0,3,15.6,0,6,4,2.23,4881708.0,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
2,4,15.6,2,8,4,1.7,9335710.8,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
7,4,12.5,2,8,4,1.26,11870820.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
4,3,15.6,1,32,4,2.06,23465988.0,3840,2160,0,0.0,1.0,2.8,1024.0,0.0,0.0,0.0,2
11,1,17.3,2,8,4,2.7,10661508.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
16,3,15.6,5,8,4,2.0,8385156.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
2,3,14.0,2,8,4,,11861928.0,1920,1080,0,0.0,1.0,2.7,256.0,1024.0,0.0,0.0,1
10,3,15.6,2,4,4,1.85,3992508.0,1920,1080,0,0.0,1.0,,0.0,1024.0,0.0,0.0,1
2,1,15.6,2,8,4,2.5,8883108.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
7,3,14.0,2,8,4,1.48,11275056.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
4,4,15.6,5,8,4,1.9,9327708.0,1920,1080,0,0.0,1.0,1.6,128.0,1024.0,0.0,0.0,2
7,3,15.6,2,8,4,1.84,10172448.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
2,3,15.6,0,4,2,,2445211.08,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
4,3,15.6,2,8,4,,10161333.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,2
4,3,15.6,0,4,2,2.2,2444410.8,1366,768,0,1.0,0.0,1.6,0.0,500.0,0.0,0.0,1
10,3,15.6,2,12,4,2.2,7993908.0,1920,1080,0,0.0,1.0,3.6,0.0,2048.0,0.0,0.0,0
7,3,15.6,5,8,4,2.1,6366672.0,1920,1080,0,0.0,1.0,2.4,0.0,1024.0,0.0,0.0,2
10,0,13.9,4,16,4,1.4,18664308.0,3840,2160,0,0.0,1.0,1.8,512.0,0.0,0.0,0.0,1
4,4,13.3,2,8,4,1.2,14040468.0,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,1
10,1,15.6,5,16,4,2.4,10039068.0,1920,1080,0,0.0,1.0,2.8,256.0,2048.0,0.0,0.0,2
7,3,14.0,0,2,4,1.44,2480868.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
4,4,15.6,2,16,4,1.88,14297980.32,1920,1080,0,0.0,1.0,1.9,768.0,0.0,0.0,0.0,1
2,0,11.6,0,4,4,1.5,3334500.0,1366,768,1,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
4,4,15.6,2,8,4,1.9,5895396.0,1920,1080,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,0
4,3,15.6,1,16,4,2.06,18027818.64,3840,2160,0,0.0,1.0,2.8,512.0,0.0,0.0,0.0,2
7,3,15.6,2,8,4,1.84,11595168.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
11,1,17.3,2,8,4,2.7,12528828.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
7,5,15.6,2,8,4,2.6,15456696.84,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
16,3,15.6,5,16,4,2.4,12475476.0,1920,1080,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,2
4,3,15.6,2,8,4,2.02,8633242.8,1920,1080,0,0.0,1.0,1.8,128.0,2048.0,0.0,0.0,0
10,3,15.6,0,4,3,2.2,2863135.08,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
4,1,15.6,2,8,4,2.65,8883108.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
4,3,15.6,0,8,4,2.36,4956134.04,1366,768,1,0.0,1.0,2.5,0.0,2048.0,0.0,0.0,1
4,3,14.0,2,8,4,1.36,12688884.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
7,3,15.6,0,4,4,1.86,3903588.0,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
2,3,14.0,2,8,4,,8402940.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,3,17.3,0,6,4,2.8,6393348.0,1600,900,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
7,3,15.6,2,8,4,1.86,5681988.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
10,3,15.6,0,8,3,2.2,4437108.0,1366,768,0,0.0,1.0,,256.0,0.0,0.0,0.0,2
7,3,15.6,0,8,4,2.04,3458988.0,1366,768,0,0.0,1.0,1.6,0.0,2048.0,0.0,0.0,1
4,3,17.3,2,8,4,2.8,9647820.0,1920,1080,0,0.0,1.0,1.6,128.0,1024.0,0.0,0.0,0
10,1,15.6,5,8,3,2.4,7193628.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
4,3,15.6,2,8,4,2.33,7993908.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,0
7,4,14.0,5,8,4,1.36,15561000.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
2,0,15.6,2,12,4,2.26,9772308.0,1920,1080,0,1.0,0.0,2.7,512.0,2048.0,0.0,0.0,2
0,3,15.6,0,4,4,2.1,3787992.0,1366,768,0,1.0,0.0,,128.0,0.0,0.0,0.0,0
2,1,17.3,5,16,4,3.25,19553508.0,1920,1080,0,1.0,0.0,,256.0,1024.0,0.0,0.0,0
10,3,17.3,0,4,4,2.6,4348188.0,1600,900,0,0.0,1.0,2.2,128.0,0.0,0.0,0.0,0
4,0,13.3,2,8,4,1.62,7727236.92,1920,1080,0,1.0,0.0,1.8,256.0,0.0,0.0,0.0,1
7,3,15.6,2,4,4,1.91,4348099.08,1920,1080,0,0.0,1.0,,256.0,0.0,0.0,0.0,0
10,2,11.6,3,4,4,1.59,4917276.0,1366,768,0,0.0,1.0,1.1,128.0,0.0,0.0,0.0,1
4,3,15.6,0,4,4,1.8,2747628.0,1366,768,0,0.0,1.0,1.6,0.0,500.0,0.0,0.0,1
2,3,14.0,0,4,4,1.5,2543112.0,1366,768,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
0,3,15.6,2,8,2,2.4,7522632.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
7,1,17.3,5,8,4,3.35,10590372.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
10,3,15.6,2,4,3,1.85,3587922.0,1920,1080,0,0.0,1.0,,128.0,0.0,0.0,0.0,1
2,1,15.6,5,8,4,2.3,14716260.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
10,3,14.0,5,8,4,1.5,9772308.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
2,4,13.3,2,16,4,1.1,15551218.8,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,4,14.0,3,8,4,1.13,20291544.0,2560,1440,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,3,13.3,5,4,4,1.5,4881708.0,1920,1080,0,0.0,1.0,2.4,128.0,0.0,0.0,0.0,1
4,5,15.6,2,8,4,2.23,12173148.0,1920,1080,0,0.0,1.0,2.6,0.0,500.0,0.0,0.0,0
4,5,15.6,5,8,4,,18984420.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
10,0,14.0,0,16,4,1.42,22310028.0,2560,1440,1,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
